"id","project_id","quality","observer","year","doy","sp_sciname","sp_local_id","phase_id","BBCH_code","BBCH_subcode","latitude","longitude"
"47275","1","1","2439","2013","150","Vaccinium vitis-idaea","8422","53","61","10","59.8987","18.3459"
"47292","1","1","2176","2013","150","Viscaria vulgaris","6667","53","61","10","57.6538","15.4508"
"47335","1","1","1779","2013","150","Anthriscus sylvestris","8273","53","61","10","59.6677","15.4499"
"47339","1","1","1116","2013","150","Sanicula europaea","8359","53","61","10","57.125","18.337"
"47342","1","1","1116","2013","150","Trifolium pratense","7849","53","61","10","57.125","18.337"
"47343","1","1","1116","2013","150","Anthyllis vulneraria var. vuln","7640","53","61","10","57.1006","18.3193"
"47635","1","1","1383","2013","150","Sorbus aucuparia","7589","53","61","10","59.9898","17.8448"
"47709","1","1","1553","2013","150","Convallaria majalis","10033","53","61","10","57.2901","13.9317"
"47710","1","1","1553","2013","150","Sorbus aucuparia","7589","53","61","10","57.2873","13.936"
"50605","0","1","2128","2013","150","Pinus sylvestris","6031","53","61","10","63.151","14.7144"
"52684","0","1","286","2013","150","Armeria maritima","8451","54","65","50","58.355","11.8754"
"52778","1","1","2542","2013","150","Alopecurus pratensis","10360","53","61","10","58.485","15.0344"
"53284","1","1","1661","2013","150","Convallaria majalis","10033","53","61","10","57.7363","14.4789"
"53287","1","1","1661","2013","150","Vaccinium vitis-idaea","8422","53","61","10","57.7363","14.4789"
"46589","1","1","386","2013","149","Vaccinium vitis-idaea","8422","53","61","10","63.3168","14.8162"
"46303","0","1","2925","2013","149","Caltha palustris","6704","54","65","50","56.3158","14.5127"
"46304","0","1","2925","2013","149","Convallaria majalis","10033","55","69","95","56.3158","14.5127"
"46305","0","1","2925","2013","149","Leucanthemum vulgare","9589","53","61","10","56.3158","14.5127"
"46306","0","1","2925","2013","149","Syringa vulgaris","8472","54","65","50","56.3158","14.5127"
"46307","0","0","2828","2013","149","Geranium sylvaticum","7969","54","65","50","57.1097","16.1254"
"46308","0","0","2828","2013","149","Viscaria vulgaris","6667","54","65","50","57.1098","16.1253"
"46322","0","1","2710","2013","149","Sorbus intermedia","7595","54","65","50","58.7578","17.0325"
"46329","1","1","1108","2013","149","Rubus arcticus","7493","54","65","50","61.4157","15.8452"
"46333","0","1","2710","2013","149","Sorbus aucuparia","7589","54","65","50","58.8254","16.756"
"46340","1","1","1071","2013","149","Sorbus aucuparia","7589","53","61","10","58.0315","12.53"
"46341","1","1","348","2013","149","Malus domestica","7373","54","65","50","62.6148","17.0034"
"46346","1","1","348","2013","149","Viscaria vulgaris","6667","54","65","50","62.6312","16.9529"
"46357","1","1","1668","2013","149","Ulmus glabra","6170","54","65","50","59.7769","15.4076"
"46348","0","1","2710","2013","149","Acer platanoides","8026","35","19","95","58.8473","17.3844"
"46349","1","1","2630","2013","149","Viscaria vulgaris","6667","53","61","10","59.5543","17.6984"
"46350","0","1","2761","2013","149","Trifolium pratense","7849","53","61","10","63.17","14.6852"
"46353","0","1","2761","2013","149","Picea abies","6009","33","11","10","63.1631","14.6846"
"46361","0","1","105","2013","149","Fragaria vesca","7359","54","65","50","60.9028","15.0698"
"46358","0","1","370","2013","149","Geranium robertianum","7963","53","61","10","58.2582","11.7405"
"46359","1","1","2581","2013","149","Sorbus intermedia","7595","53","61","10","59.4374","18.1228"
"46363","1","1","1045","2013","149","Convallaria majalis","10033","53","61","10","57.7888","14.3122"
"46364","1","1","2026","2013","149","Geranium sylvaticum","7969","53","61","10","57.8228","13.2644"
"46368","1","1","233","2013","149","Prunus padus","7432","55","69","95","58.805","15.1282"
"46369","1","1","1125","2013","149","Anthriscus sylvestris","8273","53","61","10","58.0587","13.7729"
"46370","1","1","233","2013","149","Saxifraga granulata","7210","53","61","10","58.8048","15.1256"
"46371","1","1","1866","2013","149","Prunus padus","7432","53","61","10","64.6991","16.172"
"46372","1","1","1933","2013","149","Geranium sylvaticum","7969","53","61","10","64.0808","19.9462"
"46373","1","1","2724","2013","149","Menyanthes trifoliata","8496","54","65","50","55.5937","13.4208"
"46374","1","1","2724","2013","149","Trientalis europaea","8435","54","65","50","55.5937","13.4208"
"46375","1","1","2724","2013","149","Caltha palustris","6704","55","69","95","55.5937","13.4208"
"46376","1","1","2724","2013","149","Polygala vulgaris","8019","54","65","50","55.5937","13.4208"
"46377","1","1","2724","2013","149","Pilosella officinarum","9641","54","65","50","55.5937","13.4208"
"46384","1","1","2724","2013","149","Fagus sylvatica","6165","55","69","95","55.5937","13.4208"
"46385","1","1","2724","2013","149","Convallaria majalis","10033","54","65","50","55.5937","13.4208"
"46386","1","1","2724","2013","149","Maianthemum bifolium","10034","35","19","95","55.5937","13.4208"
"46387","1","1","2724","2013","149","Pulsatilla vulgaris ssp. vulgaris","6742","55","69","95","55.5937","13.4208"
"46387","1","1","2724","2013","149","Pulsatilla vulgaris ssp. vulgaris","6742","74","89","50","55.5937","13.4208"
"46388","1","1","2724","2013","149","Rubus idaeus","7496","35","19","95","55.5937","13.4208"
"46389","1","1","2724","2013","149","Juniperus communis","6045","54","65","50","55.5937","13.4208"
"46393","0","1","2523","2013","149","Galium odoratum","8519","54","65","50","58.4171","15.5082"
"46394","0","1","2523","2013","149","Sorbus intermedia","7595","54","65","50","58.4269","15.5312"
"46395","0","0","2926","2013","149","Actaea spicata","6687","54","65","50","58.7135","12.3449"
"46396","0","0","2565","2013","149","Lonicera periclymenum","9156","54","65","50","58.713","12.3437"
"46397","0","0","2565","2013","149","Lonicera periclymenum","9156","54","65","50","58.7137","12.3439"
"46403","1","1","2439","2013","149","Vaccinium vitis-idaea","8422","53","61","10","59.9142","18.2666"
"46404","1","1","2439","2013","149","Saxifraga granulata","7210","54","65","50","59.9146","18.2683"
"46405","1","1","2439","2013","149","Anthriscus sylvestris","8273","53","61","10","59.9135","18.2728"
"46406","1","1","2439","2013","149","Anthriscus sylvestris","8273","53","61","10","59.8985","18.3446"
"46407","1","1","2439","2013","149","Viscaria vulgaris","6667","53","61","10","59.8985","18.3523"
"46408","1","1","2439","2013","149","Primula veris","8449","55","69","95","59.8985","18.3511"
"46598","1","1","2724","2013","149","Convallaria majalis","10033","54","65","50","55.7146","13.3228"
"46414","1","1","1758","2013","149","Convallaria majalis","10033","53","61","10","59.5561","14.4876"
"46416","1","1","1308","2013","149","Lathyrus linifolius","7710","53","61","10","59.8054","16.6982"
"46417","1","1","1308","2013","149","Viburnum opulus","9144","53","61","10","59.7851","16.7123"
"46418","1","1","1308","2013","149","Juniperus communis","6045","53","61","10","59.8054","16.6982"
"46419","1","1","1308","2013","149","Potentilla argentea","7382","53","61","10","59.8054","16.6982"
"46420","1","1","1348","2013","149","Syringa vulgaris","8472","53","61","10","57.7313","14.7505"
"46424","1","1","136","2013","149","Syringa vulgaris","8472","53","61","10","60.606","15.6492"
"46425","1","1","136","2013","149","Syringa vulgaris","8472","53","61","10","60.6059","15.6488"
"46426","1","1","2240","2013","149","Anthriscus sylvestris","8273","53","61","10","57.7496","14.1797"
"46429","1","1","2561","2013","149","Fragaria vesca","7359","54","65","50","56.7548","13.2935"
"46430","1","1","2561","2013","149","Convallaria majalis","10033","54","65","50","56.7548","13.2935"
"46431","1","1","2561","2013","149","Prunus padus","7432","55","69","95","56.7548","13.2935"
"46432","1","1","2561","2013","149","Anthriscus sylvestris","8273","53","61","10","56.7548","13.2935"
"46433","1","1","2561","2013","149","Vaccinium myrtillus","8418","55","69","95","56.7548","13.2935"
"46434","1","1","2724","2013","149","Dactylorhiza majalis","9885","54","65","50","55.5937","13.4208"
"46435","1","1","1819","2013","149","Veronica chamaedrys","9108","53","61","10","59.0661","15.3489"
"46436","1","1","1819","2013","149","Vicia sepium","7908","53","61","10","59.0661","15.3489"
"46440","1","1","348","2013","149","Prunus avium","7423","55","69","95","62.6148","17.0034"
"46456","1","1","2508","2013","149","Geranium sylvaticum","7969","53","61","10","57.3322","15.2438"
"46495","1","1","2307","2013","149","Vaccinium myrtillus","8418","54","65","50","64.1386","18.9768"
"46530","1","1","136","2013","149","Sorbus aucuparia","7589","53","61","10","60.604","15.6543"
"46531","1","1","136","2013","149","Sorbus aucuparia","7589","53","61","10","60.6071","15.6454"
"46534","1","1","1849","2013","149","Prunus padus","7432","55","69","95","58.3822","15.6408"
"46534","1","1","1849","2013","149","Prunus padus","7432","63","87","10","58.3822","15.6408"
"46535","1","1","1849","2013","149","Sorbus aucuparia","7589","54","65","50","58.3822","15.6408"
"46536","1","1","1849","2013","149","Syringa vulgaris","8472","53","61","10","58.3822","15.6408"
"46537","1","1","1849","2013","149","Trifolium repens","7854","53","61","10","58.3844","15.6093"
"46538","1","1","1849","2013","149","Salix caprea","6089","64","87","50","58.3842","15.6308"
"46538","1","1","1849","2013","149","Salix caprea","6089","73","89","10","58.3842","15.6308"
"46539","1","1","1849","2013","149","Trifolium pratense","7849","54","65","50","58.3852","15.6266"
"46540","1","1","1849","2013","149","Lamium album","8726","54","65","50","58.3852","15.6266"
"46546","1","1","2919","2013","149","Picea abies","6009","33","11","10","64.5897","14.1153"
"46563","1","1","1564","2013","149","Caltha palustris","6704","53","61","10","66.12","17.8545"
"46564","1","1","1564","2013","149","Rubus chamaemorus","7492","53","61","10","66.12","17.8545"
"46566","1","1","1116","2013","149","Orchis militaris","9914","53","61","10","57.1206","18.3916"
"46567","1","1","1116","2013","149","Dactylorhiza incarnata var. in","9878","53","61","10","57.1178","18.4104"
"46568","1","1","1116","2013","149","Cephalanthera longifolia","9871","53","61","10","57.1178","18.4104"
"46585","1","1","1542","2013","149","Prunus padus","7432","54","65","50","65.864","23.1269"
"46595","1","1","2592","2013","149","Leucanthemum vulgare","9589","53","61","10","57.3419","12.0921"
"46596","1","1","2592","2013","149","Sorbus intermedia","7595","53","61","10","57.3472","12.104"
"46599","1","1","2724","2013","149","Mercurialis perennis","8009","63","87","10","55.7146","13.3228"
"46600","1","1","2724","2013","149","Anemone nemorosa","6695","55","69","95","55.7146","13.3228"
"46600","1","1","2724","2013","149","Anemone nemorosa","6695","64","87","50","55.7146","13.3228"
"46602","1","1","2724","2013","149","Polygonatum odoratum","10038","54","65","50","55.7146","13.3228"
"46603","1","1","1668","2013","149","Sorbus aucuparia","7589","53","61","10","59.7769","15.4076"
"46604","1","1","1668","2013","149","Alopecurus pratensis","10360","54","65","50","59.7769","15.4076"
"46607","1","1","2724","2013","149","Corydalis cava","6861","64","87","50","55.7146","13.3228"
"46608","1","1","2724","2013","149","Silene dioica","6599","54","65","50","55.7146","13.3228"
"46609","1","1","2724","2013","149","Caltha palustris","6704","54","65","50","55.7146","13.3228"
"46645","1","1","1241","2013","149","Ranunculus acris","6743","53","61","10","60.0416","14.5125"
"46650","1","1","1241","2013","149","Geranium sylvaticum","7969","53","61","10","60.0416","14.5125"
"46651","1","1","1241","2013","149","Viburnum opulus","9144","34","15","50","60.0416","14.5125"
"46663","1","1","2623","2013","149","Viscaria vulgaris","6667","53","61","10","58.0231","15.3469"
"46664","1","1","2623","2013","149","Juniperus communis","6045","53","61","10","58.0231","15.3469"
"46671","1","1","1819","2013","149","Picea abies","6009","54","65","50","59.0661","15.3489"
"46700","0","1","2389","2013","149","Prunus padus","7432","53","61","10","66.114","22.7992"
"46745","1","1","233","2013","149","Veronica chamaedrys","9108","53","61","10","58.8059","15.1257"
"46762","1","1","1849","2013","149","Viscaria vulgaris","6667","53","61","10","58.3799","15.6122"
"46763","1","1","1750","2013","149","Syringa vulgaris","8472","53","61","10","59.766","14.8018"
"46805","1","1","2592","2013","149","Viscaria vulgaris","6667","53","61","10","57.4641","12.075"
"46809","1","1","2530","2013","149","Sorbus intermedia","7595","53","61","10","58.3829","15.4361"
"46810","1","1","2530","2013","149","Tragopogon pratensis","9739","53","61","10","58.3802","15.4466"
"46851","1","1","1815","2013","149","Sorbus aucuparia","7589","54","65","50","59.13","14.5358"
"46852","1","1","1815","2013","149","Geranium sylvaticum","7969","53","61","10","59.1317","14.5377"
"46862","1","1","1199","2013","149","Sorbus aucuparia","7589","54","65","50","56.4803","16.0247"
"46908","0","1","1000","2013","149","Quercus robur","6168","33","11","10","63.8178","16.4144"
"46920","0","1","2867","2013","149","Anthriscus sylvestris","8273","53","61","10","59.5851","12.6877"
"46932","0","1","2456","2013","149","Syringa vulgaris","8472","53","61","10","59.3414","18.5957"
"46990","1","1","1641","2013","149","Argentina anserina","7299","53","61","10","59.0101","16.5377"
"47111","1","1","2176","2013","149","Vaccinium vitis-idaea","8422","53","61","10","57.6528","15.4531"
"47112","1","1","2176","2013","149","Pinus sylvestris","6031","54","65","50","57.6538","15.4524"
"47170","1","1","233","2013","149","Ribes nigrum","7243","53","61","10","58.8075","15.1205"
"47202","0","1","1084","2013","149","Anthriscus sylvestris","8273","53","61","10","63.0374","14.3465"
"47212","0","1","1084","2013","149","Betula pubescens","6158","53","61","10","63.0374","14.3465"
"47249","1","1","1516","2013","149","Sorbus aucuparia","7589","53","61","10","60.8817","14.3837"
"47436","0","1","1280","2013","149","Fragaria vesca","7359","53","61","10","63.4789","18.9796"
"47440","0","1","1280","2013","149","Rubus chamaemorus","7492","53","61","10","63.4789","18.9796"
"47507","1","1","1578","2013","149","Saxifraga granulata","7210","54","65","50","57.7162","14.8072"
"47508","1","1","1578","2013","149","Scorzonera humilis","9664","54","65","50","57.7162","14.8072"
"47509","1","1","1578","2013","149","Cardamine amara","6969","54","65","50","57.7162","14.8072"
"47510","1","1","1578","2013","149","Trientalis europaea","8435","54","65","50","57.7162","14.8072"
"47511","1","1","1578","2013","149","Potentilla erecta","7394","53","61","10","57.7162","14.8072"
"47512","1","1","1578","2013","149","Lotus corniculatus","7729","53","61","10","57.7162","14.8072"
"47513","1","1","1578","2013","149","Trollius europaeus","6807","53","61","10","57.7162","14.8072"
"47514","1","1","1578","2013","149","Vicia sepium","7908","53","61","10","57.7162","14.8072"
"47823","1","1","1826","2013","149","Anthriscus sylvestris","8273","53","61","10","59.4162","15.1313"
"47828","1","1","1826","2013","149","Pinus sylvestris","6031","53","61","10","59.4162","15.1313"
"47832","1","1","1826","2013","149","Sorbus aucuparia","7589","53","61","10","59.4162","15.1313"
"47850","1","1","2208","2013","149","Anthriscus sylvestris","8273","53","61","10","57.8316","14.4067"
"47853","1","1","2208","2013","149","Syringa vulgaris","8472","53","61","10","57.8316","14.4067"
"47854","1","1","2208","2013","149","Sorbus aucuparia","7589","53","61","10","57.8316","14.4067"
"47979","1","1","1164","2013","149","Geranium sylvaticum","7969","53","61","10","57.5742","14.6455"
"47980","1","1","1164","2013","149","Anthriscus sylvestris","8273","53","61","10","57.5742","14.6455"
"48688","1","1","1634","2013","149","Geranium sylvaticum","7969","53","61","10","58.5704","13.4213"
"49531","1","1","1218","2013","149","Convallaria majalis","10033","53","61","10","56.7142","13.1209"
"49875","1","1","1584","2013","149","Juniperus communis","6045","33","11","10","64.2443","19.7663"
"52676","0","1","286","2013","149","Lychnis flos-cuculi","6550","53","61","10","58.355","11.8754"
"52966","1","1","1741","2013","149","Anthriscus sylvestris","8273","53","61","10","59.5312","15.1188"
"52970","1","1","1741","2013","149","Convallaria majalis","10033","53","61","10","59.5312","15.1188"
"52976","1","1","1741","2013","149","Sorbus aucuparia","7589","53","61","10","59.5312","15.1188"
"53266","1","1","1661","2013","149","Fraxinus excelsior","8466","33","11","10","57.7363","14.4789"
"55326","1","1","1509","2013","149","Syringa vulgaris","8472","53","61","10","59.7289","15.4771"
"46343","0","1","401","2013","148","Geranium sylvaticum","7969","53","61","10","56.6683","12.8952"
"46125","0","1","2770","2013","148","Vaccinium myrtillus","8418","54","65","50","65.2613","19.631"
"46127","1","1","233","2013","148","Anthriscus sylvestris","8273","53","61","10","58.8059","15.1257"
"46131","1","1","2630","2013","148","Anthriscus sylvestris","8273","53","61","10","59.5543","17.6984"
"46134","1","1","2043","2013","148","Convallaria majalis","10033","53","61","10","57.0012","14.0332"
"46136","1","1","348","2013","148","Vaccinium vitis-idaea","8422","54","65","50","62.6056","17.0273"
"46137","1","1","348","2013","148","Geum rivale","7366","54","65","50","62.6139","17.0018"
"46138","1","1","1208","2013","148","Vaccinium myrtillus","8418","53","61","10","65.8161","15.1077"
"46139","0","1","2524","2013","148","Syringa vulgaris","8472","53","61","10","58.5239","15.0845"
"46140","0","1","1780","2013","148","Anthriscus sylvestris","8273","53","61","10","59.6186","16.247"
"46143","1","1","233","2013","148","Geranium sylvaticum","7969","53","61","10","58.8059","15.1257"
"46144","1","1","233","2013","148","Picea abies","6009","35","19","95","58.8067","15.1246"
"46148","1","1","233","2013","148","Prunus avium","7423","55","69","95","58.8079","15.1198"
"46149","1","1","233","2013","148","Prunus padus","7432","55","69","95","58.8079","15.1198"
"46150","1","1","233","2013","148","Viola tricolor","8143","53","61","10","58.8075","15.1205"
"46152","0","1","2761","2013","148","Potentilla crantzii","7393","53","61","10","63.173","14.6856"
"46155","1","1","1095","2013","148","Ulmus glabra","6170","64","87","50","59.3115","18.09"
"46156","1","1","1095","2013","148","Acer platanoides","8026","64","87","50","59.3115","18.09"
"46157","1","1","1095","2013","148","Anthriscus sylvestris","8273","54","65","50","59.3115","18.09"
"46159","1","1","1348","2013","148","Anthriscus sylvestris","8273","53","61","10","57.7313","14.7505"
"46160","1","1","1348","2013","148","Convallaria majalis","10033","53","61","10","57.7313","14.7505"
"46161","1","1","1348","2013","148","Trientalis europaea","8435","53","61","10","57.7313","14.7505"
"46164","0","1","1280","2013","148","Convallaria majalis","10033","53","61","10","63.4789","18.9796"
"46165","1","1","2043","2013","148","Anthriscus sylvestris","8273","53","61","10","57.0007","14.0276"
"46168","1","1","2086","2013","148","Vaccinium vitis-idaea","8422","53","61","10","58.5396","16.5651"
"46169","1","1","2086","2013","148","Trientalis europaea","8435","54","65","50","58.5396","16.5651"
"46170","1","1","2086","2013","148","Viscaria vulgaris","6667","53","61","10","58.5382","16.5652"
"46171","1","1","2086","2013","148","Plantago lanceolata","9079","54","65","50","58.5382","16.5652"
"46172","1","1","2086","2013","148","Scorzonera humilis","9664","54","65","50","58.5382","16.5652"
"46173","1","1","2086","2013","148","Melampyrum pratense","8933","53","61","10","58.538","16.5605"
"46174","1","1","2086","2013","148","Menyanthes trifoliata","8496","54","65","50","58.5377","16.567"
"46175","1","1","1417","2013","148","Juniperus communis","6045","53","61","10","57.6774","11.9549"
"46176","1","1","2086","2013","148","Viola palustris","8132","54","65","50","58.5376","16.5669"
"46177","1","1","1417","2013","148","Sorbus aucuparia","7589","53","61","10","57.6774","11.9549"
"46178","1","1","1417","2013","148","Pinus sylvestris","6031","53","61","10","57.6774","11.9549"
"46179","1","1","1417","2013","148","Alopecurus pratensis","10360","54","65","50","57.6811","11.9512"
"46183","1","1","2086","2013","148","Alopecurus pratensis","10360","53","61","10","58.5375","16.561"
"46184","1","1","1568","2013","148","Acer platanoides","8026","33","11","10","63.994","20.8887"
"46186","0","1","2726","2013","148","Geranium sylvaticum","7969","53","61","10","64.3491","20.5209"
"46187","0","1","2726","2013","148","Prunus padus","7432","54","65","50","64.3491","20.5209"
"46188","0","1","2726","2013","148","Acer platanoides","8026","33","11","10","64.3491","20.5209"
"46189","0","1","2726","2013","148","Syringa vulgaris","8472","34","15","50","64.3491","20.5209"
"46191","1","1","2919","2013","148","Rubus chamaemorus","7492","53","61","10","64.59","14.1276"
"46192","1","1","1711","2013","148","Syringa vulgaris","8472","54","65","50","55.9426","13.9514"
"46193","1","1","299","2013","148","Prunus padus","7432","53","61","10","61.7535","17.2623"
"46194","1","1","1125","2013","148","Alopecurus pratensis","10360","53","61","10","58.0639","13.7638"
"46195","1","1","1835","2013","148","Convallaria majalis","10033","53","61","10","56.2164","14.0637"
"46196","1","1","1835","2013","148","Sorbus aucuparia","7589","53","61","10","56.2131","14.0346"
"46197","1","1","2537","2013","148","Anthriscus sylvestris","8273","53","61","10","59.2573","17.9958"
"46198","1","1","2537","2013","148","Nuphar lutea","6669","53","61","10","59.2621","17.9814"
"46199","0","0","2217","2013","148","Trientalis europaea","8435","54","65","50","56.6416","12.7401"
"46205","0","1","398","2013","148","Pinus sylvestris","6031","53","61","10","59.9341","16.9717"
"46206","0","1","2710","2013","148","Fraxinus excelsior","8466","33","11","10","58.7529","17.0111"
"46207","1","1","2451","2013","148","Prunus padus","7432","53","61","10","64.6195","21.182"
"46209","1","1","2439","2013","148","Sorbus aucuparia","7589","53","61","10","59.8997","18.3424"
"46219","1","1","1578","2013","148","Syringa vulgaris","8472","53","61","10","57.7162","14.8072"
"46220","1","1","1578","2013","148","Geranium sylvaticum","7969","53","61","10","57.7162","14.8072"
"46221","1","1","2287","2013","148","Ulmus glabra","6170","34","15","50","58.4976","12.2739"
"46221","1","1","2287","2013","148","Ulmus glabra","6170","54","65","50","58.4976","12.2739"
"46221","1","1","2287","2013","148","Ulmus glabra","6170","63","87","10","58.4976","12.2739"
"46222","1","1","2287","2013","148","Fraxinus excelsior","8466","34","15","50","58.4976","12.2739"
"46223","1","1","2287","2013","148","Populus tremula","6074","34","15","50","58.4976","12.2739"
"46224","1","1","2287","2013","148","Quercus robur","6168","34","15","50","58.4976","12.2739"
"46224","1","1","2287","2013","148","Quercus robur","6168","53","61","10","58.4976","12.2739"
"46225","1","1","2287","2013","148","Betula pendula","6157","74","89","50","58.4976","12.2739"
"46226","1","1","2287","2013","148","Tilia cordata","8095","34","15","50","58.4976","12.2739"
"46227","1","1","2287","2013","148","Sorbus aucuparia","7589","34","15","50","58.4976","12.2739"
"46227","1","1","2287","2013","148","Sorbus aucuparia","7589","53","61","10","58.4976","12.2739"
"46228","1","1","2287","2013","148","Syringa vulgaris","8472","53","61","10","58.4976","12.2739"
"46229","1","1","2287","2013","148","Primula veris","8449","54","65","50","58.4976","12.2739"
"46230","1","1","2287","2013","148","Convallaria majalis","10033","53","61","10","58.4976","12.2739"
"46231","1","1","2086","2013","148","Pinus sylvestris","6031","53","61","10","58.5363","16.5617"
"46237","1","1","1808","2013","148","Convallaria majalis","10033","53","61","10","60.0461","14.7601"
"46238","1","1","1808","2013","148","Picea abies","6009","35","19","95","60.0447","14.7606"
"46240","1","1","1808","2013","148","Primula veris","8449","54","65","50","60.0461","14.7601"
"46241","1","1","2086","2013","148","Tripleurospermum perforatum","9746","53","61","10","58.5377","16.5606"
"46242","1","1","136","2013","148","Vaccinium vitis-idaea","8422","53","61","10","60.6045","15.6537"
"46243","1","1","136","2013","148","Sorbus aucuparia","7589","53","61","10","60.5965","15.6757"
"46244","1","1","136","2013","148","Sorbus aucuparia","7589","53","61","10","60.6065","15.6472"
"46250","1","1","136","2013","148","Pinus sylvestris","6031","54","65","50","60.6057","15.6432"
"46251","1","1","136","2013","148","Pinus sylvestris","6031","54","65","50","60.6052","15.6445"
"46252","1","1","136","2013","148","Fraxinus excelsior","8466","33","11","10","60.6075","15.6475"
"46253","0","1","2523","2013","148","Viscaria vulgaris","6667","54","65","50","57.997","15.9452"
"46254","0","1","2523","2013","148","Geranium sylvaticum","7969","54","65","50","57.997","15.9452"
"46255","0","1","2523","2013","148","Dactylorhiza sambucina","9888","54","65","50","57.997","15.9452"
"46256","0","1","2523","2013","148","Polygonatum odoratum","10038","54","65","50","57.997","15.9452"
"46257","0","1","2523","2013","148","Antennaria dioica","9273","54","65","50","57.997","15.9452"
"46258","0","1","2523","2013","148","Veronica chamaedrys","9108","54","65","50","57.997","15.9452"
"46261","1","1","1450","2013","148","Syringa vulgaris","8472","53","61","10","57.6378","15.6912"
"46265","0","0","2565","2013","148","Allium ursinum","9992","54","65","50","58.709","12.3478"
"46266","0","1","2523","2013","148","Trientalis europaea","8435","54","65","50","57.997","15.9452"
"46267","1","1","1766","2013","148","Geranium sylvaticum","7969","53","61","10","59.7651","15.3033"
"46269","0","1","2523","2013","148","Polygala vulgaris","8019","54","65","50","57.997","15.9452"
"46272","1","1","1116","2013","148","Sorbus aucuparia","7589","53","61","10","57.137","18.3201"
"46297","1","1","1819","2013","148","Geranium sylvaticum","7969","53","61","10","59.0661","15.3489"
"46298","1","1","1819","2013","148","Pinus sylvestris","6031","53","61","10","59.0661","15.3489"
"46301","0","0","2826","2013","148","Geranium sylvaticum","7969","53","61","10","59.2481","17.2842"
"46309","1","1","170","2013","148","Fragaria vesca","7359","54","65","50","57.7931","18.4426"
"46310","1","1","170","2013","148","Picea abies","6009","33","11","10","57.7931","18.4426"
"46311","1","1","170","2013","148","Juniperus communis","6045","33","11","10","57.7931","18.4426"
"46312","1","1","170","2013","148","Pinus sylvestris","6031","53","61","10","57.7931","18.4426"
"46313","1","1","170","2013","148","Convallaria majalis","10033","53","61","10","57.7931","18.4426"
"46328","1","1","1108","2013","148","Fragaria vesca","7359","53","61","10","61.4157","15.8452"
"46338","1","1","2882","2013","148","Anthriscus sylvestris","8273","53","61","10","59.2448","18.0845"
"46339","1","1","2882","2013","148","Convallaria majalis","10033","53","61","10","59.2414","18.0803"
"46342","1","1","348","2013","148","Quercus robur","6168","54","65","50","62.6148","17.0034"
"46344","0","1","401","2013","148","Trientalis europaea","8435","54","65","50","56.6861","12.8755"
"46354","1","1","2138","2013","148","Viola palustris","8132","53","61","10","62.4192","17.3291"
"46356","1","1","2138","2013","148","Geranium sylvaticum","7969","53","61","10","62.4225","17.33"
"46366","1","1","2459","2013","148","Syringa vulgaris","8472","53","61","10","59.3899","18.0163"
"46411","1","1","2525","2013","148","Fraxinus excelsior","8466","33","11","10","58.3842","15.6674"
"46421","1","1","348","2013","148","Rubus chamaemorus","7492","54","65","50","62.7538","16.4151"
"46422","1","1","348","2013","148","Cypripedium calceolus","9875","54","65","50","62.8161","16.6508"
"46423","1","1","136","2013","148","Sorbus aucuparia","7589","53","61","10","60.6082","15.6482"
"46447","1","1","1292","2013","148","Sorbus aucuparia","7589","53","61","10","57.6056","15.012"
"46448","1","1","1292","2013","148","Fragaria vesca","7359","53","61","10","57.6056","15.012"
"46453","1","1","1201","2013","148","Fraxinus excelsior","8466","33","11","10","56.6915","12.981"
"46473","1","1","1067","2013","148","Sorbus aucuparia","7589","53","61","10","59.8359","18.6306"
"46479","1","1","1067","2013","148","Syringa vulgaris","8472","53","61","10","59.8351","18.6332"
"46480","1","1","1067","2013","148","Geranium sylvaticum","7969","53","61","10","59.8352","18.6322"
"46481","1","1","1067","2013","148","Anthriscus sylvestris","8273","53","61","10","59.8352","18.6323"
"46499","1","1","2307","2013","148","Sorbus aucuparia","7589","35","19","95","64.1316","18.9854"
"46514","1","1","2882","2013","148","Convallaria majalis","10033","53","61","10","59.243","18.072"
"46516","1","1","2882","2013","148","Anthriscus sylvestris","8273","53","61","10","58.9876","17.7794"
"46517","1","1","2882","2013","148","Anthriscus sylvestris","8273","53","61","10","59.2386","18.0808"
"46520","1","1","2882","2013","148","Fragaria vesca","7359","53","61","10","59.243","18.072"
"46587","1","1","386","2013","148","Rubus chamaemorus","7492","53","61","10","63.3538","14.541"
"46590","1","1","2451","2013","148","Populus tremula","6074","33","11","10","64.6195","21.182"
"46620","0","1","1902","2013","148","Myosotis arvensis","8637","54","65","50","63.8164","20.3741"
"46632","1","1","1241","2013","148","Ulmus glabra","6170","33","11","10","60.0416","14.5125"
"46635","1","1","1241","2013","148","Vaccinium myrtillus","8418","55","69","95","60.0416","14.5125"
"46637","1","1","1241","2013","148","Fragaria vesca","7359","53","61","10","60.0416","14.5125"
"46638","1","1","1241","2013","148","Rubus chamaemorus","7492","53","61","10","60.0416","14.5125"
"46649","1","1","1241","2013","148","Viscaria vulgaris","6667","53","61","10","60.0416","14.5125"
"46665","1","1","2623","2013","148","Pinus sylvestris","6031","53","61","10","58.0231","15.3469"
"46685","1","1","2187","2013","148","Convallaria majalis","10033","54","65","50","59.9236","14.9459"
"46686","1","1","2187","2013","148","Viscaria vulgaris","6667","53","61","10","59.9188","14.9478"
