"id","project_id","quality","observer","year","doy","sp_sciname","sp_local_id","phase_id","BBCH_code","BBCH_subcode","latitude","longitude"
"65092","1","1","2592","2014","345","Corylus avellana","6163","53","61","10","57.3492","12.1155"
"65022","0","1","3022","2014","340","Primula veris","8449","54","65","50","59.771","17.6419"
"65023","1","1","1080","2014","340","Petasites albus","9612","52","60","1","55.7925","13.4992"
"64934","1","1","1417","2014","336","Salix caprea","6089","96","97","-1","57.6812","11.9512"
"65024","0","0","1198","2014","333","Corylus avellana","6163","53","61","10","57.7414","12.0874"
"64933","1","1","2486","2014","330","Salix caprea","6089","95","97","95","57.6518","12.0278"
"64932","1","1","1417","2014","329","Salix caprea","6089","95","97","95","57.6812","11.9512"
"64940","1","1","329","2014","328","Prunus padus","7432","96","97","-1","55.7264","13.0247"
"64949","1","1","329","2014","328","Salix caprea","6089","96","97","-1","56.0714","12.757"
"64957","1","1","329","2014","326","Alnus glutinosa","6148","95","97","95","55.7269","13.0113"
"64958","1","1","329","2014","326","Salix caprea","6089","95","97","95","55.7274","13.0008"
"64959","1","1","329","2014","326","Betula pendula","6157","94","95","50","55.7184","13.017"
"64928","0","1","64","2014","325","Betula pendula","6157","95","97","95","59.8414","17.6034"
"64899","1","1","2494","2014","324","Betula pendula","6157","96","97","-1","56.028","14.1464"
"64900","1","1","2494","2014","324","Populus tremula","6074","96","97","-1","56.0286","14.1458"
"64901","1","1","2494","2014","324","Salix caprea","6089","95","97","95","56.0284","14.1463"
"64902","1","1","1922","2014","324","Acer platanoides","8026","96","97","-1","55.5494","13.005"
"64903","1","1","1922","2014","324","Fagus sylvatica","6165","95","97","95","55.5491","13.0043"
"64904","1","1","1922","2014","324","Solidago virgaurea","9701","74","89","50","55.5491","13.0043"
"64905","1","1","1922","2014","324","Solidago virgaurea","9701","74","89","50","55.549","13.0047"
"64892","0","1","1293","2014","322","Fagus sylvatica","6165","96","97","-1","55.6314","13.7056"
"64893","0","1","1293","2014","322","Betula pendula/pubescens","10758","96","97","-1","55.6314","13.7056"
"64894","0","1","1293","2014","322","Syringa vulgaris","8472","96","97","-1","55.6314","13.7056"
"64895","0","1","1293","2014","322","Corylus avellana","6163","95","97","95","55.6314","13.7056"
"64896","1","1","1417","2014","322","Betula pendula","6157","96","97","-1","57.6774","11.9549"
"64897","1","1","1417","2014","322","Syringa vulgaris","8472","96","97","-1","57.681","11.9553"
"64898","1","1","1417","2014","322","Salix caprea","6089","95","97","95","57.6811","11.9512"
"64953","1","1","329","2014","322","Fraxinus excelsior","8466","94","95","50","55.718","13.016"
"64954","1","1","329","2014","322","Fagus sylvatica","6165","96","97","-1","55.7188","13.0139"
"64955","1","1","329","2014","322","Fagus sylvatica","6165","95","97","95","55.7187","13.0139"
"64956","1","1","329","2014","322","Syringa vulgaris","8472","96","97","-1","55.7186","13.014"
"64929","1","1","2240","2014","321","Alnus glutinosa","6148","96","97","-1","57.7496","14.1797"
"64930","1","1","2240","2014","321","Tilia cordata","8095","96","97","-1","57.7496","14.1797"
"64931","1","1","2240","2014","321","Salix caprea","6089","96","97","-1","57.7496","14.1797"
"64950","1","1","329","2014","321","Prunus padus","7432","96","97","-1","55.719","13.0206"
"64951","1","1","329","2014","321","Corylus avellana","6163","94","95","50","55.719","13.0195"
"64952","1","1","329","2014","321","Corylus avellana","6163","94","95","50","55.7198","13.021"
"64878","0","1","3552","2014","320","Betula pendula","6157","85","94","95","57.5757","12.0668"
"64876","1","1","1758","2014","317","Vaccinium myrtillus","8418","32","10","1","59.5566","14.4878"
"64876","1","1","1758","2014","317","Vaccinium myrtillus","8418","51","60","-1","59.5566","14.4878"
"64947","1","1","329","2014","317","Prunus avium","7423","96","97","-1","55.7189","13.0148"
"64811","1","1","1922","2014","316","Aesculus hippocastanum","8034","96","97","-1","55.5506","13.0053"
"64812","1","1","1922","2014","316","Acer platanoides","8026","96","97","-1","55.5504","13.0054"
"64813","1","1","1922","2014","316","Acer platanoides","8026","95","97","95","55.5494","13.005"
"64814","1","1","1922","2014","316","Fagus sylvatica","6165","96","97","-1","55.549","13.0047"
"64815","1","1","1922","2014","316","Fagus sylvatica","6165","95","97","95","55.5491","13.0043"
"64816","1","1","1922","2014","316","Solidago virgaurea","9701","74","89","50","55.549","13.0047"
"64817","1","1","1922","2014","316","Solidago virgaurea","9701","74","89","50","55.5511","13.002"
"64877","0","1","3552","2014","316","Betula pendula","6157","95","97","95","57.5757","12.0668"
"64797","0","0","3597","2014","315","Fagus sylvatica","6165","95","97","95","59.3691","18.1828"
"64798","1","1","2494","2014","315","Alnus glutinosa","6148","93","95","33","56.0291","14.148"
"64799","1","1","2494","2014","315","Betula pendula","6157","95","97","95","56.028","14.1464"
"64800","1","1","1417","2014","315","Salix caprea","6089","94","95","50","57.6812","11.9512"
"64801","1","1","1417","2014","315","Syringa vulgaris","8472","95","97","95","57.681","11.9553"
"64802","1","1","1417","2014","315","Corylus avellana","6163","96","97","-1","57.6783","11.955"
"64803","1","1","1417","2014","315","Quercus robur","6168","96","97","-1","57.6774","11.9549"
"64804","1","1","1417","2014","315","Betula pendula","6157","96","97","-1","57.6774","11.9549"
"64805","1","1","1417","2014","315","Alnus glutinosa","6148","96","97","-1","57.6749","11.9524"
"64806","1","1","1256","2014","315","Fagus sylvatica","6165","95","97","95","56.2785","12.9597"
"64948","1","1","329","2014","315","Salix caprea","6089","94","95","50","56.0714","12.757"
"64794","1","1","2456","2014","314","Quercus robur","6168","96","97","-1","59.3412","18.595"
"64724","0","1","2822","2014","313","Quercus robur","6168","95","97","95","58.3007","11.9615"
"64725","0","1","2822","2014","313","Vaccinium vitis-idaea","8422","96","97","-1","58.3087","11.9611"
"64726","0","1","2822","2014","313","Populus tremula","6074","96","97","-1","58.3007","11.9615"
"64727","0","1","2822","2014","313","Corylus avellana","6163","96","97","-1","58.3007","11.9615"
"64728","0","1","2822","2014","313","Prunus spinosa","7437","96","97","-1","58.3007","11.9615"
"64729","0","1","2822","2014","313","Acer platanoides","8026","96","97","-1","58.3007","11.9615"
"64730","0","1","2822","2014","313","Sorbus aucuparia","7589","96","97","-1","58.3007","11.9615"
"64731","0","1","2822","2014","313","Sorbus aucuparia","7589","96","97","-1","58.3007","11.9615"
"64732","0","1","2822","2014","313","Salix caprea","6089","96","97","-1","58.3007","11.9615"
"64736","1","1","2240","2014","313","Betula pendula","6157","96","97","-1","57.7496","14.1797"
"64737","1","1","2240","2014","313","Prunus avium","7423","96","97","-1","57.7496","14.1797"
"64738","1","1","2240","2014","313","Corylus avellana","6163","96","97","-1","57.7496","14.1797"
"64739","1","1","2240","2014","313","Quercus robur","6168","96","97","-1","57.7496","14.1797"
"64740","1","1","233","2014","313","Salix caprea","6089","96","97","-1","58.808","15.1223"
"64741","1","1","233","2014","313","Prunus avium","7423","96","97","-1","58.8079","15.1198"
"64742","1","1","233","2014","313","Quercus robur","6168","96","97","-1","58.8058","15.1252"
"64743","1","1","233","2014","313","Quercus robur","6168","95","97","95","58.8059","15.1252"
"64744","1","1","329","2014","313","Quercus robur","6168","95","97","95","55.7181","13.0159"
"64745","1","1","329","2014","313","Fraxinus excelsior","8466","83","94","33","55.718","13.016"
"64745","1","1","329","2014","313","Fraxinus excelsior","8466","92","93","1","55.718","13.016"
"64746","1","1","329","2014","313","Fagus sylvatica","6165","96","97","-1","56.0384","13.0978"
"64747","1","1","329","2014","313","Corylus avellana","6163","84","94","50","56.0374","13.0982"
"64747","1","1","329","2014","313","Corylus avellana","6163","94","95","50","56.0374","13.0982"
"64748","1","1","329","2014","313","Prunus avium","7423","95","97","95","55.7189","13.0148"
"64762","1","1","1179","2014","313","Populus tremula","6074","96","97","-1","57.9871","15.1359"
"64763","1","1","1179","2014","313","Betula pubescens","6158","96","97","-1","57.983","15.1468"
"64764","1","1","1179","2014","313","Alnus glutinosa","6148","96","97","-1","57.9874","15.1357"
"64765","1","1","1179","2014","313","Betula pendula","6157","96","97","-1","57.9852","15.1392"
"64766","1","1","1179","2014","313","Syringa vulgaris","8472","85","94","95","57.9883","15.1375"
"64768","1","1","1824","2014","313","Tilia cordata","8095","96","97","-1","59.1266","15.1502"
"64707","1","1","1256","2014","312","Fagus sylvatica","6165","94","95","50","56.2785","12.9597"
"64709","0","1","1293","2014","312","Prunus avium","7423","96","97","-1","55.6314","13.7056"
"64710","1","1","1256","2014","312","Fagus sylvatica","6165","94","95","50","56.2785","12.9597"
"64793","1","1","2439","2014","312","Salix caprea","6089","96","97","-1","59.8972","18.3451"
"64668","1","1","2058","2014","311","Fraxinus excelsior","8466","84","94","50","56.9092","12.4344"
"64668","1","1","2058","2014","311","Fraxinus excelsior","8466","92","93","1","56.9092","12.4344"
"64669","1","1","2058","2014","311","Fagus sylvatica","6165","85","94","95","56.9092","12.4344"
"64669","1","1","2058","2014","311","Fagus sylvatica","6165","92","93","1","56.9092","12.4344"
"64670","1","1","2058","2014","311","Prunus padus","7432","95","97","95","56.9092","12.4344"
"64671","1","1","2058","2014","311","Corylus avellana","6163","84","94","50","56.9092","12.4344"
"64671","1","1","2058","2014","311","Corylus avellana","6163","92","93","1","56.9092","12.4344"
"64672","1","1","2058","2014","311","Prunus avium","7423","84","94","50","56.9092","12.4344"
"64672","1","1","2058","2014","311","Prunus avium","7423","93","95","33","56.9092","12.4344"
"64673","1","1","2058","2014","311","Acer platanoides","8026","85","94","95","56.9092","12.4344"
"64673","1","1","2058","2014","311","Acer platanoides","8026","94","95","50","56.9092","12.4344"
"64708","0","1","1293","2014","311","Betula pendula/pubescens","10758","96","97","-1","55.6314","13.7056"
"64665","0","1","64","2014","310","Betula pendula","6157","84","94","50","59.8414","17.6034"
"64723","1","1","1686","2014","310","Salix caprea","6089","96","97","-1","59.1083","15.4248"
"64659","0","1","2822","2014","309","Quercus robur","6168","96","97","-1","58.3007","11.9615"
"64660","0","1","2822","2014","309","Salix caprea","6089","96","97","-1","58.3007","11.9615"
"64661","0","1","2822","2014","309","Quercus robur","6168","95","97","95","58.3087","11.9611"
"64662","0","1","2822","2014","309","Quercus robur","6168","95","97","95","58.3087","11.9611"
"64808","1","1","1378","2014","309","Fagus sylvatica","6165","95","97","95","59.4671","16.1887"
"64634","1","1","2530","2014","308","Populus tremula","6074","96","97","-1","58.3809","15.426"
"64635","1","1","2530","2014","308","Populus tremula","6074","96","97","-1","58.3848","15.432"
"64638","1","1","2592","2014","308","Corylus avellana","6163","95","97","95","57.3497","12.1146"
"64639","1","1","2592","2014","308","Prunus avium","7423","95","97","95","57.3497","12.1146"
"64640","1","1","2592","2014","308","Syringa vulgaris","8472","95","97","95","57.3497","12.1146"
"64641","1","1","2592","2014","308","Quercus robur","6168","84","94","50","57.3492","12.1155"
"64641","1","1","2592","2014","308","Quercus robur","6168","94","95","50","57.3492","12.1155"
"64642","1","1","2592","2014","308","Populus tremula","6074","85","94","95","57.3492","12.1102"
"64642","1","1","2592","2014","308","Populus tremula","6074","95","97","95","57.3492","12.1102"
"64649","1","1","1417","2014","308","Quercus robur","6168","96","97","-1","57.6774","11.9549"
"64650","1","1","1417","2014","308","Betula pendula","6157","95","97","95","57.6774","11.9549"
"64651","1","1","1417","2014","308","Alnus glutinosa","6148","95","97","95","57.6749","11.9524"
"64652","1","1","1417","2014","308","Salix caprea","6089","94","95","50","57.6812","11.9512"
"64712","1","1","1922","2014","308","Fagus sylvatica","6165","85","94","95","55.5491","13.0043"
"64712","1","1","1922","2014","308","Fagus sylvatica","6165","94","95","50","55.5491","13.0043"
"64713","1","1","1922","2014","308","Solidago virgaurea","9701","74","89","50","55.549","13.0047"
"64714","1","1","1922","2014","308","Solidago virgaurea","9701","74","89","50","55.5511","13.002"
"64715","1","1","1922","2014","308","Aesculus hippocastanum","8034","95","97","95","55.5506","13.0053"
"64716","1","1","1922","2014","308","Tilia cordata","8095","96","97","-1","55.5506","13.0053"
"64717","1","1","1922","2014","308","Acer platanoides","8026","95","97","95","55.5494","13.005"
"64718","1","1","1922","2014","308","Fraxinus excelsior","8466","96","97","-1","55.5496","13.0046"
"64719","1","1","1922","2014","308","Acer platanoides","8026","85","94","95","55.5504","13.0054"
"64719","1","1","1922","2014","308","Acer platanoides","8026","94","95","50","55.5504","13.0054"
"64720","1","1","1922","2014","308","Fagus sylvatica","6165","85","94","95","55.549","13.0047"
"64720","1","1","1922","2014","308","Fagus sylvatica","6165","94","95","50","55.549","13.0047"
"64625","1","1","2494","2014","307","Salix caprea","6089","94","95","50","56.0291","14.148"
"64626","1","1","2494","2014","307","Alnus glutinosa","6148","92","93","1","56.0291","14.148"
"64627","1","1","2494","2014","307","Betula pendula","6157","94","95","50","56.028","14.1464"
"64628","1","1","2494","2014","307","Populus tremula","6074","95","97","95","56.0286","14.1458"
"64629","1","1","2240","2014","307","Fagus sylvatica","6165","96","97","-1","57.7506","14.1929"
"64630","0","1","2822","2014","307","Quercus robur","6168","84","94","50","58.3007","11.9615"
"64630","0","1","2822","2014","307","Quercus robur","6168","95","97","95","58.3007","11.9615"
"64631","0","1","2822","2014","307","Salix caprea","6089","85","94","95","58.3007","11.9615"
"64631","0","1","2822","2014","307","Salix caprea","6089","95","97","95","58.3007","11.9615"
"64632","0","1","2822","2014","307","Alnus glutinosa","6148","96","97","-1","58.3007","11.9615"
"64633","0","1","2822","2014","307","Populus tremula","6074","96","97","-1","58.3007","11.9615"
"64636","1","1","2530","2014","307","Acer platanoides","8026","96","97","-1","58.3831","15.4392"
"64646","1","1","2439","2014","307","Salix caprea","6089","95","97","95","59.8972","18.3451"
"64647","1","1","2439","2014","307","Betula pubescens","6158","96","97","-1","59.8967","18.3453"
"64658","1","1","1578","2014","307","Tilia cordata","8095","96","97","-1","57.7162","14.8072"
"64664","0","1","64","2014","307","Corylus avellana","6163","96","97","-1","59.7863","17.5899"
"64796","1","1","2456","2014","307","Betula pendula/pubescens","10758","96","97","-1","59.3414","18.5955"
"64807","1","1","1378","2014","307","Quercus robur","6168","95","97","95","59.4742","16.1872"
"64616","1","1","403","2014","306","Tilia cordata","8095","95","97","95","58.1503","16.6039"
"64617","1","1","403","2014","306","Salix caprea","6089","94","95","50","58.1503","16.6039"
"64618","1","1","403","2014","306","Ulmus glabra","6170","96","97","-1","58.1503","16.6039"
"64619","1","1","403","2014","306","Quercus robur","6168","96","97","-1","58.1503","16.6039"
"64657","1","1","1116","2014","306","Aesculus hippocastanum","8034","93","95","33","57.125","18.337"
"64721","1","1","1686","2014","306","Corylus avellana","6163","96","97","-1","59.1083","15.4248"
"64722","1","1","1686","2014","306","Quercus robur","6168","96","97","-1","59.1083","15.4248"
"64733","1","1","2486","2014","306","Quercus robur","6168","95","97","95","57.6386","12.0457"
"64734","1","1","2486","2014","306","Acer platanoides","8026","95","97","95","57.6386","12.0457"
"64735","1","1","2486","2014","306","Sorbus aucuparia","7589","95","97","95","57.6386","12.0457"
"64884","1","1","2810","2014","306","Quercus robur","6168","96","97","-1","59.4322","17.2942"
"64885","1","1","2810","2014","306","Corylus avellana","6163","96","97","-1","59.4322","17.2942"
"64886","1","1","2810","2014","306","Alnus glutinosa","6148","96","97","-1","59.4322","17.2942"
"64887","1","1","2810","2014","306","Betula pubescens","6158","96","97","-1","59.4322","17.2942"
"64888","1","1","2810","2014","306","Quercus robur","6168","96","97","-1","59.4322","17.2942"
"64889","1","1","2810","2014","306","Corylus avellana","6163","96","97","-1","59.4322","17.2942"
"64890","1","1","2810","2014","306","Alnus glutinosa","6148","96","97","-1","59.4322","17.2942"
"64891","1","1","2810","2014","306","Betula pubescens","6158","96","97","-1","59.4322","17.2942"
"64604","1","1","1824","2014","305","Quercus robur","6168","96","97","-1","59.1266","15.1502"
"64608","0","1","3022","2014","305","Geranium sylvaticum","7969","54","65","50","59.8067","17.6066"
"64621","1","1","2240","2014","305","Ulmus glabra","6170","96","97","-1","57.7496","14.1797"
"64624","1","1","2508","2014","305","Quercus robur","6168","96","97","-1","57.3322","15.2438"
"64637","1","1","2530","2014","305","Tilia cordata","8095","96","97","-1","58.3837","15.4371"
"64767","0","1","2726","2014","305","Betula pendula","6157","96","97","-1","64.3491","20.5209"
"64935","1","1","329","2014","305","Fraxinus excelsior","8466","95","97","95","55.7229","13.0063"
"64936","1","1","329","2014","305","Sorbus aucuparia","7589","85","94","95","55.7257","13.0046"
"64936","1","1","329","2014","305","Sorbus aucuparia","7589","95","97","95","55.7257","13.0046"
"64937","1","1","329","2014","305","Betula pendula","6157","94","95","50","55.7184","13.017"
"64938","1","1","329","2014","305","Betula pendula","6157","95","97","95","55.7188","13.0182"
"64939","1","1","329","2014","305","Prunus padus","7432","94","95","50","55.7264","13.0247"
"64941","1","1","329","2014","305","Populus tremula","6074","95","97","95","55.7266","13.0103"
"64942","1","1","329","2014","305","Carpinus betulus","6162","95","97","95","55.7197","13.0128"
"64943","1","1","329","2014","305","Prunus avium","7423","95","97","95","55.7189","13.0148"
"64944","1","1","329","2014","305","Alnus glutinosa","6148","92","93","1","55.7269","13.0113"
"64945","1","1","329","2014","305","Alnus incana","6149","96","97","-1","55.7253","13.0047"
"64946","1","1","329","2014","305","Tilia cordata","8095","95","97","95","55.7245","13.0193"
"64596","1","1","2026","2014","304","Ulmus glabra","6170","96","97","-1","57.8233","13.2612"
"64601","1","1","233","2014","304","Salix caprea","6089","95","97","95","58.808","15.1223"
"64602","1","1","233","2014","304","Syringa vulgaris","8472","96","97","-1","58.8059","15.1257"
"64603","1","1","1668","2014","304","Quercus robur","6168","95","97","95","59.7778","15.4073"
"64606","1","1","1537","2014","304","Syringa vulgaris","8472","95","97","95","56.9217","18.1514"
"64610","1","1","2530","2014","304","Acer platanoides","8026","95","97","95","58.3831","15.4392"
"64620","1","1","1835","2014","304","Tilia cordata","8095","96","97","-1","56.2131","14.0346"
"64644","1","1","2439","2014","304","Quercus robur","6168","96","97","-1","59.9134","18.2671"
"64648","1","1","2439","2014","304","Betula pendula","6157","96","97","-1","59.8991","18.3431"
"64653","1","1","2537","2014","304","Corylus avellana","6163","96","97","-1","59.2573","17.9958"
"64654","1","1","2537","2014","304","Salix caprea","6089","96","97","-1","59.2573","17.9958"
"64655","1","1","2537","2014","304","Prunus avium","7423","96","97","-1","59.2573","17.9958"
"64656","1","1","2537","2014","304","Fagus sylvatica","6165","96","97","-1","59.2573","17.9958"
"64666","1","1","2537","2014","304","Syringa vulgaris","8472","96","97","-1","59.2573","17.9958"
"64579","1","1","2530","2014","303","Corylus avellana","6163","95","97","95","58.3864","15.4277"
"64580","1","1","2530","2014","303","Fagus sylvatica","6165","95","97","95","58.3847","15.4275"
"64581","1","1","2530","2014","303","Populus tremula","6074","95","97","95","58.3848","15.432"
"64582","1","1","2530","2014","303","Fraxinus excelsior","8466","95","97","95","58.3847","15.4329"
"64583","1","1","2530","2014","303","Betula pendula","6157","96","97","-1","58.3837","15.4371"
"64585","1","1","348","2014","303","Quercus robur","6168","96","97","-1","62.6143","17.0036"
"64586","1","1","348","2014","303","Fagus sylvatica","6165","95","97","95","62.6143","17.0036"
"64587","1","1","1758","2014","303","Salix caprea","6089","96","97","-1","59.5566","14.4878"
"64588","1","1","1758","2014","303","Acer platanoides","8026","96","97","-1","59.556","14.4885"
"64593","1","1","2240","2014","303","Syringa vulgaris","8472","96","97","-1","57.7496","14.1797"
"64594","1","1","2240","2014","303","Populus tremula","6074","96","97","-1","57.7496","14.1797"
"64595","1","1","2240","2014","303","Fraxinus excelsior","8466","96","97","-1","57.7496","14.1797"
"64599","1","1","1378","2014","303","Ulmus glabra ssp. glabra","6171","95","97","95","59.4742","16.1872"
"64611","1","1","275","2014","303","Salix caprea","6089","95","97","95","59.1817","16.3336"
"64612","1","1","275","2014","303","Populus tremula","6074","96","97","-1","59.1817","16.3336"
"64613","1","1","275","2014","303","Quercus robur","6168","96","97","-1","59.1817","16.3336"
"64614","1","1","275","2014","303","Acer platanoides","8026","96","97","-1","59.1817","16.3336"
"64615","1","1","275","2014","303","Betula pendula","6157","96","97","-1","59.1817","16.3336"
"64643","1","1","2439","2014","303","Populus tremula","6074","96","97","-1","59.9119","18.2703"
"64645","1","1","2439","2014","303","Betula pendula","6157","96","97","-1","59.9119","18.2703"
"64663","0","1","64","2014","303","Salix caprea","6089","96","97","-1","59.8361","17.5902"
"64696","1","1","1922","2014","303","Solidago virgaurea","9701","74","89","50","55.5511","13.002"
"64697","1","1","1922","2014","303","Solidago virgaurea","9701","74","89","50","55.549","13.0047"
"64698","1","1","1922","2014","303","Cichorium intybus var. intybus","9423","56","69","-1","55.549","13.0047"
"64699","1","1","1922","2014","303","Fagus sylvatica","6165","85","94","95","55.5491","13.0043"
"64699","1","1","1922","2014","303","Fagus sylvatica","6165","94","95","50","55.5491","13.0043"
"64700","1","1","1922","2014","303","Acer platanoides","8026","84","94","50","55.5494","13.005"
"64700","1","1","1922","2014","303","Acer platanoides","8026","95","97","95","55.5494","13.005"
"64701","1","1","1922","2014","303","Fraxinus excelsior","8466","82","92","1","55.5496","13.0046"
"64701","1","1","1922","2014","303","Fraxinus excelsior","8466","92","93","1","55.5496","13.0046"
"64702","1","1","1922","2014","303","Tilia cordata","8095","85","94","95","55.5506","13.0053"
"64702","1","1","1922","2014","303","Tilia cordata","8095","95","97","95","55.5506","13.0053"
"64703","1","1","1922","2014","303","Aesculus hippocastanum","8034","85","94","95","55.5506","13.0053"
"64703","1","1","1922","2014","303","Aesculus hippocastanum","8034","94","95","50","55.5506","13.0053"
"64704","1","1","1922","2014","303","Tilia cordata","8095","95","97","95","55.5506","13.0053"
"64705","1","1","1922","2014","303","Fagus sylvatica","6165","85","94","95","55.5493","13.005"
"64705","1","1","1922","2014","303","Fagus sylvatica","6165","94","95","50","55.5493","13.005"
"64532","1","1","2043","2014","302","Quercus robur","6168","93","95","33","57.0007","14.0276"
"64533","0","1","1293","2014","302","Fraxinus excelsior","8466","96","97","-1","55.6314","13.7056"
"64534","0","1","1293","2014","302","Prunus avium","7423","95","97","95","55.6314","13.7056"
"64535","1","1","2043","2014","302","Prunus avium","7423","93","95","33","57.0007","14.0276"
"64536","0","1","46","2014","302","Fagus sylvatica","6165","96","97","-1","58.3111","11.8758"
"64537","0","1","46","2014","302","Populus tremula","6074","96","97","-1","58.3111","11.8758"
"64538","0","1","46","2014","302","Corylus avellana","6163","96","97","-1","58.3111","11.8758"
"64539","0","1","46","2014","302","Betula pendula","6157","96","97","-1","58.3111","11.8758"
"64540","0","1","46","2014","302","Sorbus aucuparia","7589","96","97","-1","58.3111","11.8758"
"64541","0","1","46","2014","302","Salix caprea","6089","96","97","-1","58.3111","11.8758"
"64542","0","1","46","2014","302","Tilia cordata","8095","84","94","50","58.3111","11.8758"
"64543","1","1","2026","2014","302","Alnus glutinosa","6148","96","97","-1","57.8233","13.2612"
"64544","1","1","2026","2014","302","Corylus avellana","6163","96","97","-1","57.8237","13.265"
"64545","1","1","233","2014","302","Geranium robertianum","7963","56","69","-1","58.8059","15.1257"
"64546","1","1","233","2014","302","Impatiens parviflora","8039","74","89","50","58.8059","15.1257"
"64547","1","1","233","2014","302","Impatiens parviflora","8039","56","69","-1","58.8059","15.1257"
"64572","1","1","329","2014","302","Prunus avium","7423","84","94","50","55.7189","13.0148"
"64572","1","1","329","2014","302","Prunus avium","7423","94","95","50","55.7189","13.0148"
"64573","1","1","329","2014","302","Quercus robur","6168","85","94","95","55.7181","13.0159"
"64573","1","1","329","2014","302","Quercus robur","6168","95","97","95","55.7181","13.0159"
"64574","1","1","329","2014","302","Fraxinus excelsior","8466","81","92","-1","55.718","13.016"
"64575","1","1","329","2014","302","Syringa vulgaris","8472","84","94","50","55.7186","13.014"
"64575","1","1","329","2014","302","Syringa vulgaris","8472","93","95","33","55.7186","13.014"
"64576","1","1","329","2014","302","Salix caprea","6089","84","94","50","56.0714","12.757"
"64576","1","1","329","2014","302","Salix caprea","6089","94","95","50","56.0714","12.757"
"64577","1","1","329","2014","302","Fraxinus excelsior","8466","96","97","-1","55.719","13.0146"
"64578","1","1","1668","2014","302","Alnus glutinosa","6148","95","97","95","59.7769","15.4076"
"64605","1","1","1824","2014","302","Tilia cordata","8095","84","94","50","59.1266","15.1502"
"64609","1","1","2530","2014","302","Quercus robur","6168","96","97","-1","58.3793","15.4422"
"64622","1","1","1292","2014","302","Quercus robur","6168","95","97","95","57.3037","14.9715"
"64623","1","1","1292","2014","302","Syringa vulgaris","8472","95","97","95","57.3035","14.9706"
"64695","1","1","1164","2014","302","Prunus avium","7423","96","97","-1","57.5742","14.6455"
"64879","0","1","3552","2014","302","Betula pendula","6157","94","95","50","57.5757","12.0668"
"64880","0","1","3552","2014","302","Betula pendula","6157","83","94","33","57.5757","12.0668"
"64520","1","1","2026","2014","301","Fagus sylvatica","6165","96","97","-1","57.8228","13.2644"
"64521","1","1","2026","2014","301","Syringa vulgaris","8472","96","97","-1","57.8228","13.2644"
"64524","1","1","348","2014","301","Fraxinus excelsior","8466","96","97","-1","62.6143","17.0036"
"64525","1","1","348","2014","301","Tilia cordata","8095","95","97","95","62.6143","17.0036"
"64526","1","1","1417","2014","301","Salix caprea","6089","94","95","50","57.6812","11.9512"
"64526","1","1","1417","2014","301","Salix caprea","6089","85","94","95","57.6812","11.9512"
"64527","1","1","1417","2014","301","Syringa vulgaris","8472","92","93","1","57.681","11.9553"
"64527","1","1","1417","2014","301","Syringa vulgaris","8472","81","92","-1","57.681","11.9553"
"64528","1","1","1417","2014","301","Quercus robur","6168","92","93","1","57.6774","11.9549"
"64528","1","1","1417","2014","301","Quercus robur","6168","85","94","95","57.6774","11.9549"
"64529","1","1","1417","2014","301","Betula pendula","6157","94","95","50","57.6774","11.9549"
"64529","1","1","1417","2014","301","Betula pendula","6157","85","94","95","57.6774","11.9549"
"64530","1","1","1417","2014","301","Alnus glutinosa","6148","94","95","50","57.6749","11.9524"
"64531","1","1","2556","2014","301","Populus tremula","6074","95","97","95","57.1748","12.2121"
"64563","1","1","2853","2014","301","Alnus glutinosa","6148","93","95","33","58.7561","11.1956"
"64565","1","1","329","2014","301","Corylus avellana","6163","84","94","50","55.719","13.0195"
"64566","1","1","329","2014","301","Prunus padus","7432","83","94","33","55.719","13.0206"
"64567","1","1","329","2014","301","Corylus avellana","6163","82","92","1","55.7198","13.021"
"64568","1","1","329","2014","301","Fagus sylvatica","6165","84","94","50","55.7187","13.0139"
"64569","1","1","329","2014","301","Fagus sylvatica","6165","84","94","50","55.7188","13.0139"
"64569","1","1","329","2014","301","Fagus sylvatica","6165","94","95","50","55.7188","13.0139"
"64570","1","1","329","2014","301","Ulmus glabra","6170","85","94","95","55.7207","13.0277"
"64570","1","1","329","2014","301","Ulmus glabra","6170","94","95","50","55.7207","13.0277"
"64571","1","1","329","2014","301","Prunus spinosa","7437","84","94","50","55.7189","13.0192"
"64598","1","1","1378","2014","301","Salix caprea","6089","95","97","95","59.4742","16.1872"
"64607","1","1","1578","2014","301","Fagus sylvatica","6165","96","97","-1","57.7162","14.8072"
"65087","1","1","2542","2014","301","Syringa vulgaris","8472","83","94","33","58.485","15.0344"
"66240","1","1","3218","2014","301","Salix caprea","6089","93","95","33","59.3146","15.2333"
"64471","1","1","2494","2014","300","Betula pendula","6157","93","95","33","56.028","14.1464"
"64473","1","1","1808","2014","300","Salix caprea","6089","96","97","-1","60.0446","14.7601"
"64474","1","1","1808","2014","300","Syringa vulgaris","8472","96","97","-1","60.0446","14.7601"
"64481","1","1","2827","2014","300","Betula pendula","6157","95","97","95","59.3619","17.9858"
"64482","1","1","2827","2014","300","Sorbus aucuparia","7589","95","97","95","59.3632","17.9906"
"64483","1","1","2827","2014","300","Sorbus aucuparia","7589","95","97","95","59.3648","17.9947"
"64484","1","1","2827","2014","300","Populus tremula","6074","95","97","95","59.3673","18.0052"
